college_name,city,state,type_des,degree_des,campus_des,median_family_income,retention,population_recieving_loan,fed_loan_recipients,population_recieving_pell,pell_recipients,instate_tuition,outofstate_tuition,attendance_cost,avg_net_price,first_bracket_net_price,second_bracket_net_price,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,median_earnings,avg_earnings_from_low_income_bracket,avg_earnings_from_mid_income_bracket,avg_earnings_from_high_income_bracket,earning_above_threshold,completion_rate,debt_high_income,population_debt_high_income,debt_mid_income,population_debt_mid_income,debt_low_income,population_debt_low_income,debt_pell,population_debt_pell,debt_nopell,population_debt_nopell,debt_withdrew,debt_graduated,population_repayment_cohort,repayment_rate
West Liberty University,West Liberty,WV,public,bachelors,main,48827.5,0.677,0.889999986,0.6177,0.639999986,0.4003,6226,13540,18406,11490,9004,9980,11875,13969,14718,33200,32100,35800,41000,0.655210614,0.411284923,15000,391,16250,557,15000,489,17473.5,930,12000,508,10980,24624,1065,0.702347418
West Virginia University Institute of Technology,Montgomery,WV,public,bachelors,branch,34515,0.5316,0.819999993,0.5113,0.689999998,0.3902,5808,14616,14465,7811,5462,7225,9326,11472,11676,43900,46200,47800,54500,0.774559438,0.220043573,15000,5000,15039.5,3772,12832,3403,15500,6547,13000,5644,9500,23808,8202,0.795781517
West Virginia University,Morgantown,WV,public,bachelors,main,69116,0.7707,0.930000007,0.5348,0.49000001,0.2663,6456,19632,16898,10449,7062,8031,10430,12793,13863,43900,46200,47800,54500,0.774559438,0.570503919,15000,5000,15039.5,3772,12832,3403,15500,6547,13000,5644,9500,23808,8202,0.795781517
University of Wisconsin-Whitewater,Whitewater,WI,public,bachelors,main,73639,0.7694,0.959999979,0.6431,0.439999998,0.2963,7578,15151,16107,13183,7952,9692,13475,15783,15876,41200,42600,41800,46300,0.788804054,0.564249321,18000,2317,20500,1685,16966.5,1208,20500,2676,15861.5,2552,9750,25250,3426,0.880035026
University of Wisconsin-Eau Claire,Eau Claire,WI,public,bachelors,main,78332,0.8228,0.970000029,0.5877,0.409999996,0.2654,8710,16283,18066,14654,8765,10496,14287,17309,17843,43400,42500,47000,49200,0.819488287,0.662160603,17750,2153,19191,1519,16000,969,19792,2246,15429.5,2408,8750,23250,3495,0.933619456
University of Wisconsin-Green Bay,Green Bay,WI,public,bachelors,main,67408,0.7192,0.949999988,0.5818,0.439999998,0.3292,7676,15249,16878,13969,8404,10858,14312,16378,16464,39600,39200,40700,44000,0.781528652,0.485030209,14000,1114,15412,1262,14000,986,15994,1915,12500,1455,10500,21711,2350,0.902553191
University of Wisconsin-La Crosse,La Crosse,WI,public,bachelors,main,81510.5,0.8656,0.970000029,0.5827,0.370000005,0.226,8769,16342,17896,15653,9291,11113,15107,17596,17705,44100,43900,46400,50500,0.833477855,0.684953699,19286.5,1868,18805,1242,14402,657,19100,1642,17500,2132,8855,23203,2743,0.94713817
University of Wisconsin-Oshkosh,Oshkosh,WI,public,bachelors,main,69462,0.7522,0.959999979,0.5615,0.439999998,0.2762,7401,14974,16935,14119,8942,10715,14451,16673,16778,40500,43200,42300,43100,0.783320904,0.517834996,17225,2158,17827,1923,15242,1396,18250,2890,15000,2601,9489,23868,4008,0.892964072
University of Wisconsin-Parkside,Kenosha,WI,public,bachelors,main,51714.5,0.7271,0.920000017,0.5988,0.569999993,0.4259,7316,14889,15218,11038,6898,8117,12694,14923,15166,36900,38600,40500,42200,0.697674394,0.302357681,13142,737,14250,773,14250,951,15625,1621,11000,846,9500,24250,2007,0.703039362
University of Wisconsin-Stout,Menomonie,WI,public,bachelors,main,74284.5,0.7329,0.980000019,0.642,0.439999998,0.2958,8968,16714,18192,14928,9910,11709,15086,17348,17630,42000,43300,44900,47500,0.784744382,0.533696829,18302.5,1742,19186,1397,16475,986,20000,2120,15225,2013,9500,24752.5,3341,0.914696199
University of Wisconsin-Superior,Superior,WI,public,bachelors,main,45359,0.6565,0.949999988,0.6531,0.600000024,0.4184,7946,15519,16953,12989,9319,10237,13977,16107,16473,35600,35300,34800,41600,0.699360371,0.383642767,12000,422,16291.5,532,14886,633,17244,1039,10916.5,552,10000,23500,1333,0.819204801
University of Wisconsin-Madison,Madison,WI,public,bachelors,main,87726,0.9517,0.939999998,0.3616,0.349999994,0.1501,10403,26653,23718,18387,8306,11137,16215,21188,22900,51000,57300,56600,62200,0.856646717,0.823355378,20791,4822,22693,2323,19150,1121,24500,2873,19500,5405,13000,23000,6192,0.953165375
University of Wisconsin-Milwaukee,Milwaukee,WI,public,bachelors,main,66757,0.7007,0.959999979,0.6362,0.449999988,0.3567,9300,19029,21203,17540,12644,14703,18553,20693,20936,42000,41500,44700,46600,0.779595435,0.419329176,17750,4562,17516,4238,16250,4592,19800,7665,13200,5759,11000,25107.5,9386,0.827402514
University of Wisconsin-Platteville,Platteville,WI,public,bachelors,main,69457,0.7533,0.959999979,0.6314,0.479999989,0.306,7484,15057,16824,14019,9213,10512,14452,16449,16656,44000,42900,46900,51800,0.8125,0.532090747,16361,1438,17500,1419,13274.5,804,18274,2032,13546,1641,8250,24000,2415,0.91552795
University of Wisconsin-River Falls,River Falls,WI,public,bachelors,main,75121,0.7196,0.959999979,0.6503,0.439999998,0.3224,7720,15293,16682,13493,9529,10539,14293,16354,16536,39700,42000,40100,43500,0.772835135,0.527869435,18757,1314,18295.5,1092,17358,687,20000,1624,15000,1482,9251,24700,2402,0.915487094
University of Wisconsin-Stevens Point,Stevens Point,WI,public,bachelors,main,69497,0.789,0.949999988,0.653,0.479999989,0.337,7577,15150,16427,13798,9095,10399,14130,16044,16277,39400,40300,40500,42000,0.786331832,0.588774039,19150,1737,19870,1704,15500,1059,21000,2505,15560,2009,8750,25000,3218,0.922933499
University of Wyoming,Laramie,WY,public,bachelors,main,51123,0.7394,0.910000026,0.3741,0.540000021,0.2428,4404,14124,17652,11292,8336,8747,11603,13396,14211,46200,49500,50800,52100,0.780326605,0.542610643,11250,1447,13000,1278,13297,1314,15311,2181,10337,1869,9500,19000,2950,0.889491525
University of Guam,Mangilao,GU,public,bachelors,main,27585.5,0.6982,0.560000002,0.3439,0.879999995,0.5366,5098,14098,13026,10359,9726,10590,10937,11530,11461,31300,29900,36600,37300,0.627814591,0.275848694,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,560,0.794642857
Puerto Rico Conservatory of Music,San Juan,PR,public,bachelors,main,25280.5,0.8519,0.639999986,0.1936,0.939999998,0.6446,3370,3370,12004,7154,6766,8100,10003,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.710515789,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,57,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,7500,76,0.631578947
Escuela de Artes Plasticas de Puerto Rico,San Juan,PR,public,bachelors,main,17884,0.8382,0,0,1,0.7648,3248,5408,7248,2428,1828,3006,4054,5113,,14500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.314814806,0.347445763,,,,,,,,,,,,,,
University of Puerto Rico-Aguadilla,Ramey,PR,public,bachelors,main,22433.5,0.831,0.330000013,0.116,0.980000019,0.811,2019,4041,8055,2146,1403,3337,5060,6405,,,,,,,0.345251053,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5000,348,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,5500,25,PrivacySuppressed
University of Puerto Rico-Arecibo,Arecibo,PR,public,bachelors,main,22433.5,0.7941,0.330000013,0.062,0.980000019,0.8188,2014,4036,11056,6324,5850,6854,8532,8906,,,,,,,0.424109211,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,332,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,4600,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Bayamon,Bayamon,PR,public,bachelors,main,22433.5,0.856,0.330000013,0.0527,0.980000019,0.6527,2212,4233,8509,3795,3338,4493,5883,7209,,,,,,,0.386939627,PrivacySuppressed,PrivacySuppressed,4500,101,4765,242,4600,338,PrivacySuppressed,PrivacySuppressed,4500,5500,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Carolina,Carolina,PR,public,bachelors,main,22433.5,0.8367,0.330000013,0.068,0.980000019,0.6995,3026,6058,11945,6681,6133,7473,8787,9299,,,,,,,0.353872406,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,263,4500,354,PrivacySuppressed,PrivacySuppressed,4500,4957.5,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Cayey,Cayey,PR,public,bachelors,main,22433.5,0.9675,0.330000013,0.0395,0.980000019,0.7355,2212,4908,11428,6781,6441,7618,7827,7928,,,,,,,0.43712189,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4500,155,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4000,5000,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Humacao,Humacao,PR,public,bachelors,main,22433.5,0.868,0.330000013,0.0783,0.980000019,0.7527,2019,4041,11686,5635,4986,6813,8559,,,,,,,,0.454468936,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4650,262,PrivacySuppressed,342,PrivacySuppressed,PrivacySuppressed,3800,5000,11,PrivacySuppressed
University of Puerto Rico-Mayaguez,Mayaguez,PR,public,bachelors,main,22433.5,0.8932,0.330000013,0.1532,0.980000019,0.6081,2019,4041,14726,8909,8192,9226,9464,12554,13526,,,,,,0.432826594,5500,108,5500,585,5500,1155,5500,1725,5500,123,5500,5500,61,PrivacySuppressed
University of Puerto Rico-Medical Sciences,San Juan,PR,public,bachelors,main,22433.5,,0.330000013,0.2059,0.980000019,0.7773,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,118,5500,118,PrivacySuppressed,PrivacySuppressed,4500,5500,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Ponce,Ponce,PR,public,bachelors,main,22433.5,0.8673,0.330000013,0.0725,0.980000019,0.8067,2019,4041,13018,7714,7146,8769,10377,7468,,,,,,,0.421525758,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5300,271,PrivacySuppressed,367,PrivacySuppressed,PrivacySuppressed,4500,5500,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Rio Piedras,San Juan,PR,public,bachelors,main,22433.5,0.8968,0.330000013,0.0966,0.980000019,0.5895,2082,4104,8020,3346,2757,4102,5529,5674,6972,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.47022326,PrivacySuppressed,PrivacySuppressed,5500,146,5500,353,5500,488,PrivacySuppressed,PrivacySuppressed,5197,5500,20,PrivacySuppressed
University of the Virgin Islands,Charlotte Amalie,VI,public,bachelors,main,25917,0.6767,0.49000001,0.3103,0.879999995,0.5549,4794,13174,16261,11730,10486,12094,14102,16261,16261,34200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.702517152,0.267082246,PrivacySuppressed,PrivacySuppressed,6500,257,7500,416,7250,619,PrivacySuppressed,PrivacySuppressed,6250,12150,399,0.634085213
Purdue University-Main Campus,West Lafayette,IN,public,bachelors,main,77728,0.9059,0.939999998,0.3878,0.430000007,0.2058,9992,28794,23109,15543,7228,9375,14745,19995,21612,52600,56200,56800,61900,0.848460197,0.696846914,20464,4475,21015,2785,20575,1715,22057.5,4406,19500,4586,12000,23766,8246,0.919718651
New College of Florida,Sarasota,FL,public,bachelors,main,55723,0.8117,0.870000005,0.3738,0.49000001,0.2861,6866,29894,19781,10015,7007,6995,11169,13427,14725,,,,,,0.673718302,11000,113,PrivacySuppressed,PrivacySuppressed,11750,83,13672,146,PrivacySuppressed,PrivacySuppressed,7001,16500,153,0.843137255
California State University-San Marcos,San Marcos,CA,public,bachelors,main,31166,0.823,0.819999993,0.4157,0.639999986,0.431,6649,17809,20386,12844,8427,10190,13862,18845,20087,45400,47900,51000,50300,0.764439404,0.461895309,15110,761,12500,825,14333.5,1114,13500,1680,15000,1024,12500,18500,2319,0.855541182
University of Washington-Bothell Campus,Bothell,WA,public,bachelors,branch,38703,0.7861,0.870000005,0.4052,0.540000021,0.3454,11911,31485,22800,11091,6676,7113,9866,17954,21938,52100,65800,58400,59300,0.835738063,0.660657762,15000,3941,14358,3968,14835,4773,15046,7511,14000,5212,11400,16326,8268,0.91920658
University of Washington-Tacoma Campus,Tacoma,WA,public,bachelors,branch,38703,0.7771,0.870000005,0.5181,0.540000021,0.4643,11902,31476,22185,9632,5594,5950,9536,17308,20357,52100,65800,58400,59300,0.835738063,0.464838838,15000,3941,14358,3968,14835,4773,15046,7511,14000,5212,11400,16326,8268,0.91920658
Arizona State University-West,Glendale,AZ,public,bachelors,branch,43477,0.8435,0.879999995,0.6145,0.589999974,0.4954,9545,22497,20269,9014,6489,7833,10614,13637,14589,,,,,,0.5519,15000,8227,16500,9707,16750,11933,17988,19413,13750,10547,11000,20375,15718,0.802837511
California State University-Monterey Bay,Seaside,CA,public,bachelors,main,38387,0.8122,0.839999974,0.5159,0.649999976,0.476,5963,17123,18479,10302,5334,7998,12682,17170,18167,41500,43100,44800,43900,0.735905051,0.376580929,PrivacySuppressed,PrivacySuppressed,13500,713,12700,1029,13750,1683,PrivacySuppressed,PrivacySuppressed,10406.5,17750,1434,0.844490934
The University of Texas MD Anderson Cancer Center,Houston,TX,public,bachelors,main,25273,,0.99000001,0.5172,0.280000001,0.3862,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,54,12500,111,12500,103,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,117,PrivacySuppressed
Arizona State University-Polytechnic,Mesa,AZ,public,bachelors,branch,43477,0.8378,0.879999995,0.5658,0.589999974,0.4074,9545,22497,21256,11927,8701,10209,13374,16070,16321,,,,,,0.5505,15000,8227,16500,9707,16750,11933,17988,19413,13750,10547,11000,20375,15718,0.802837511
Florida Gulf Coast University,Fort Myers,FL,public,bachelors,main,46981,0.7663,0.839999974,0.4679,0.529999971,0.3467,6118,25440,18097,14296,10778,12712,15956,17947,18097,41200,41200,46600,44800,0.774070561,0.446422037,11000,1316,11968,1456,12223,1545,12500,2581,PrivacySuppressed,PrivacySuppressed,8250,18500,2060,0.822815534
Louisiana State University Health Sciences Center-Shreveport,Shreveport,LA,public,bachelors,main,20037,,1,0.44,0.159999996,0.2,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12,30581,42,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,51,PrivacySuppressed,PrivacySuppressed,88,PrivacySuppressed
University of Connecticut-Tri-Campus,Waterbury,CT,public,bachelors,branch,86510,0.8434,0.949999988,0.4705,0.349999994,0.3402,10056,29004,13099,8846,5323,6617,9704,12508,12981,53900,58200,58400,61000,0.855800033,0.507242692,19500,4343,19000,2433,17250,1764,20113.5,3570,18500,4986,11600,21500,6111,0.929144166
University of Connecticut-Avery Point,Groton,CT,public,bachelors,branch,86510,0.7866,0.949999988,0.4771,0.349999994,0.2588,10056,29004,12946,10141,5585,7137,9866,11916,12622,53900,58200,58400,61000,0.855800033,0.478116505,19500,4343,19000,2433,17250,1764,20113.5,3570,18500,4986,11600,21500,6111,0.929144166
University of Connecticut-Stamford,Stamford,CT,public,bachelors,branch,86510,0.8196,0.949999988,0.3653,0.349999994,0.3094,10066,29014,13028,8438,5621,6852,9155,12413,12214,53900,58200,58400,61000,0.855800033,0.57683199,19500,4343,19000,2433,17250,1764,20113.5,3570,18500,4986,11600,21500,6111,0.929144166
Oregon State University-Cascades Campus,Bend,OR,public,bachelors,branch,54955,,0.939999998,0.5812,0.560000002,0.5296,,,,,,,,,,46400,48300,51000,53400,0.791411042,,16196,3112,16665,3208,17821,3621,19500,6204,12500,3772,11386,23166,5486,0.887714182
San Diego State University-Imperial Valley Campus,Calexico,CA,public,bachelors,branch,37534,,0.819999993,,0.629999995,,,,,,,,,,,48700,50300,52200,56700,0.798312247,,16011,2573,14147,2573,12772,3648,14477,5667,14494,3131,11004.5,16460,7696,0.871751559
Nevada State College,Henderson,NV,public,bachelors,main,45534,0.6752,0.860000014,0.4025,0.529999971,0.3299,4482,14758,16547,11319,9252,10765,13625,15139,15974,,,,,,0.149810703,PrivacySuppressed,PrivacySuppressed,12500,483,11663,736,12500,879,PrivacySuppressed,PrivacySuppressed,10391,24756,514,0.760700389
California State University-Channel Islands,Camarillo,CA,public,bachelors,main,32103,0.7814,0.829999983,0.4151,0.600000024,0.3959,6471,17631,22570,14770,10665,11875,17482,21469,22515,,,,,,0.51349501,14000,522,12135.5,560,12500,854,12500,1237,PrivacySuppressed,PrivacySuppressed,10325,16000,1044,0.859195402
University of California-Merced,Merced,CA,public,bachelors,main,41894,0.8432,0.889999986,0.5767,0.620000005,0.5977,13160,36038,30637,11921,8670,9512,12710,19368,27522,,,,,,0.572387218,PrivacySuppressed,PrivacySuppressed,13700,723,13000,867,14763.5,1594,PrivacySuppressed,PrivacySuppressed,8000,19559,478,0.809623431
Georgia Gwinnett College,Lawrenceville,GA,public,bachelors,main,,0.6316,,0.4999,,0.5307,5246,14704,16501,12217,10945,11734,14021,15560,15352,,,,,,0.2678,8175.5,814,8250,1283,9500,1998,9500,2952,7063,1151,8250,21636,541,0.606284658
University of South Florida-St Petersburg,St. Petersburg,FL,public,bachelors,branch,,0.5991,,0.4556,,0.3928,5820,16736,18821,12223,8709,10445,13245,16535,17325,41700,44300,46300,49000,0.772431552,0.373480924,16000,3866,17765,5625,16958,7436,18450,11372,14250,5612,12500,19735,11841,0.789967064
Arizona State University-Downtown Phoenix,Phoenix,AZ,public,bachelors,branch,,0.8408,,0.5784,,0.4245,9861,23654,22909,12403,8557,10582,13898,16557,17514,,,,,,0.4732,15000,8227,16500,9707,16750,11933,17988,19413,13750,10547,11000,20375,15718,0.802837511
University of South Florida-Sarasota-Manatee,Sarasota,FL,public,bachelors,branch,,,,0.4691,,0.4073,5587,16502,,,,,,,,41700,44300,46300,49000,0.772431552,,16000,3866,17765,5625,16958,7436,18450,11372,14250,5612,12500,19735,11841,0.789967064
University of Minnesota-Rochester,Rochester,MN,public,bachelors,branch,,0.7857,,0.6763,,0.2778,13056,13056,22141,16992,9304,10599,15282,20036,21937,47800,53400,52500,55200,0.827112973,,19000,6110,18750,3963,18750,3406,19934.5,6542,17625,6961,12750,21500,9788,0.907948508
Colorado State University-Global Campus,Greenwood Village,CO,public,bachelors,main,,,,0.5225,,0.2944,,,,,,,,,,,,,,,,9118.5,414,8680,709,6334,551,PrivacySuppressed,PrivacySuppressed,8334,855,3917,14209.5,,
Pennsylvania State University-World Campus,University Park,PA,public,bachelors,main,,0,,0.5769,,0.3634,13202,13202,25441,18165,17134,17989,19324,,25441,,,,,,0.25,21500,14040,21806,11257,20000,9537,23000,18380,19500,16510,11500,27000,26721,0.864039519
Georgia Regents University,Augusta,GA,public,bachelors,main,,0.6762,,0.5241,,0.4309,3276,9723,7715,2898,1135,1863,4019,6130,5973,,,,,,0.2935,6500,298,6500,377,6250,769,6250,861,PrivacySuppressed,PrivacySuppressed,5500,10000,319,0.959247649
Middle Georgia State College,Macon,GA,public,bachelors,main,,0.7034,,0.5098,,0.5141,3326,9613,13472,9049,7817,8540,10907,12250,12191,,,,,,0.1343,7500,442,7604.5,918,8034,1955,8250,2523,6275.5,798,7000,11204.5,1750,0.467428571
University of North Georgia,Dahlonega,GA,public,bachelors,main,,0.7964,,0.3858,,0.3793,4219,12133,16525,14534,14418,14320,14805,14655,14564,,,,,,0.2597,6937,1316,8000,1220,7135,1330,8763,2177,6500,1704,5500,16473,1308,0.855504587
